,Complaint ID,Product,Sub-product,Issue,Sub-issue,State,ZIP code,Date received,Date sent to company,Company response,Timely response?,Consumer disputed?
16397,1216739,Credit card,,Other,,NH,3301,1/29/2015,2/10/2015,Closed with explanation,Yes,
16398,1217699,Debt collection,Medical,False statements or representation,Attempted to collect wrong amount,SC,29403,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16399,1217161,Credit reporting,,Incorrect information on credit report,Account status,AZ,85339,1/29/2015,2/3/2015,Closed with explanation,Yes,
16400,1216736,Debt collection,Medical,Improper contact or sharing of info,Talked to a third party about my debt,IN,47842,1/29/2015,1/29/2015,Untimely response,No,
16401,1216763,Consumer loan,Vehicle loan,Problems when you are unable to pay,,SC,29053,1/29/2015,1/29/2015,In progress,Yes,
16402,1216494,Debt collection,,Improper contact or sharing of info,Contacted employer after asked not to,FL,33444,1/29/2015,1/29/2015,Closed with explanation,Yes,
16403,1216929,Debt collection,,Communication tactics,Threatened to take legal action,IN,46774,1/29/2015,1/29/2015,Closed with explanation,Yes,
16404,1216355,Mortgage,Home equity loan or line of credit,"Loan servicing, payments, escrow account",,VA,20124,1/29/2015,2/3/2015,Closed with explanation,Yes,
16405,1216788,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,CA,95470,1/29/2015,2/4/2015,Closed with explanation,Yes,
16406,1216576,Credit reporting,,Incorrect information on credit report,Account status,IL,60175,1/29/2015,3/6/2015,Closed with explanation,Yes,
16407,1216834,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NV,89445,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16408,1218970,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,95624,1/29/2015,1/30/2015,Closed with explanation,Yes,Yes
16409,1216808,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,OH,43119,1/29/2015,2/4/2015,Closed,Yes,
16410,1216958,Consumer loan,Vehicle loan,Managing the loan or lease,,TX,79904,1/29/2015,2/4/2015,Closed with explanation,Yes,
16411,1216434,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,UT,84045,1/29/2015,1/29/2015,Closed with explanation,Yes,
16412,1216937,Debt collection,Mortgage,Communication tactics,Called outside of 8am-9pm,LA,70065,1/29/2015,1/29/2015,Closed with explanation,Yes,
16413,1216886,Credit reporting,,Incorrect information on credit report,Personal information,WI,53202,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16414,1215897,Debt collection,Credit card,Disclosure verification of debt,Right to dispute notice not received,CA,91911,1/29/2015,2/3/2015,Closed with explanation,Yes,
16415,1217227,Credit reporting,,Credit reporting company's investigation,Investigation took too long,CA,92811,1/29/2015,1/29/2015,Closed with explanation,Yes,
16416,1215560,Consumer loan,Vehicle lease,Taking out the loan or lease,,FL,32245,1/29/2015,2/2/2015,Closed with explanation,Yes,
16417,1216785,Bank account or service,Checking account,Deposits and withdrawals,,CA,94547,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16418,1217138,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,NJ,8886,1/29/2015,2/3/2015,Closed with explanation,Yes,
16419,1216529,Debt collection,Auto,False statements or representation,Attempted to collect wrong amount,IN,47172,1/29/2015,2/3/2015,Untimely response,No,
16420,1216998,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,IL,60050,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16421,1217150,Credit reporting,,Incorrect information on credit report,Personal information,IA,50401,1/29/2015,1/29/2015,Closed with explanation,Yes,
16422,1216954,Debt collection,Mortgage,False statements or representation,Impersonated an attorney or official,WA,98056,1/29/2015,1/29/2015,Closed with explanation,Yes,
16423,1216151,Mortgage,Reverse mortgage,"Loan modification,collection,foreclosure",,OR,97301,1/29/2015,1/30/2015,Closed with explanation,Yes,
16424,1216977,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,OR,97457,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16425,1215875,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,TX,76502,1/29/2015,2/5/2015,Closed with non-monetary relief,Yes,
16426,1215620,Consumer loan,Vehicle loan,Managing the loan or lease,,,48045,1/29/2015,1/29/2015,Closed with explanation,Yes,
16427,1216614,Credit card,,Customer service / Customer relations,,CA,93108,1/29/2015,1/29/2015,Closed with monetary relief,Yes,
16428,1217029,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,MI,48084,1/29/2015,2/6/2015,Closed with non-monetary relief,Yes,Yes
16429,1216800,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,CA,91942,1/29/2015,1/29/2015,Closed with explanation,Yes,
16430,1217224,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,PA,19131,1/29/2015,1/29/2015,In progress,Yes,
16431,1216752,Credit reporting,,Incorrect information on credit report,Account status,IN,47901,1/29/2015,2/19/2015,Closed with non-monetary relief,Yes,
16432,1216542,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32011,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16433,1218883,Credit card,,Rewards,,AZ,85395,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16434,1216415,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,TX,76003,1/29/2015,1/29/2015,Closed with explanation,Yes,
16435,1216586,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,FL,33326,1/29/2015,1/30/2015,Closed with explanation,Yes,
16436,1216866,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,WA,99037,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16437,1215607,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,IL,60124,1/29/2015,2/6/2015,Closed with explanation,Yes,
16438,1218919,Credit reporting,,Incorrect information on credit report,Account status,TX,79424,1/29/2015,2/4/2015,Closed with non-monetary relief,Yes,
16439,1217118,Debt collection,Auto,Disclosure verification of debt,Not disclosed as an attempt to collect,FL,32277,1/29/2015,1/29/2015,Closed with explanation,Yes,
16440,1216796,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,CA,92705,1/29/2015,2/4/2015,Closed with explanation,Yes,
16441,1216809,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,DC,20011,1/29/2015,1/29/2015,Closed with explanation,Yes,
16442,1216860,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NY,12204,1/29/2015,1/29/2015,Closed with explanation,Yes,
16443,1217635,Debt collection,Payday loan,Cont'd attempts collect debt not owed,Debt was paid,CA,91722,1/29/2015,2/24/2015,Closed with explanation,Yes,
16444,1216890,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,CA,92694,1/29/2015,1/29/2015,Closed with explanation,Yes,
16445,1216845,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,TX,76021,1/29/2015,2/5/2015,Closed with explanation,Yes,Yes
16446,1217046,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,PA,19145,1/29/2015,1/29/2015,Closed with explanation,Yes,
16447,1216939,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NC,27127,1/29/2015,2/5/2015,Closed with explanation,Yes,
16448,1216960,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,OH,45417,1/29/2015,2/5/2015,Closed with explanation,Yes,Yes
16449,1216642,Credit reporting,,Incorrect information on credit report,Information is not mine,TX,79415,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16450,1216899,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,MI,48228,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16451,1216070,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,OH,44111,1/29/2015,1/29/2015,In progress,Yes,
16452,1216693,Bank account or service,Other bank product/service,"Account opening, closing, or management",,NY,14611,1/29/2015,2/2/2015,Closed with explanation,Yes,
16453,1217098,Consumer loan,Installment loan,Problems when you are unable to pay,,OH,43560,1/29/2015,2/4/2015,Closed with explanation,Yes,
16454,1217738,Debt collection,"Other (phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,,96502,1/29/2015,1/30/2015,Closed with explanation,Yes,
16455,1215877,Credit card,,Billing disputes,,OR,97304,1/29/2015,1/29/2015,Closed with explanation,Yes,
16456,1217185,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,NE,68901,1/29/2015,2/6/2015,Closed with explanation,Yes,
16457,1216479,Credit reporting,,Incorrect information on credit report,Personal information,NC,28086,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,
16458,1216853,Debt collection,Auto,Taking/threatening an illegal action,Threatened to sue on too old debt,PA,19131,1/29/2015,1/29/2015,Closed with explanation,Yes,
16459,1216275,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,,19422,1/29/2015,2/3/2015,Closed with explanation,Yes,Yes
16460,1217223,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,MA,2360,1/29/2015,1/29/2015,Closed with explanation,Yes,
16461,1217126,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,CA,95746,1/29/2015,1/29/2015,Closed with explanation,Yes,
16462,1217237,Credit reporting,,Incorrect information on credit report,Account status,,43623,1/29/2015,1/29/2015,Closed with explanation,Yes,
16463,1215550,Debt collection,,Communication tactics,Threatened to take legal action,SC,29376,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16464,1216278,Student loan,Non-federal student loan,Dealing with my lender or servicer,,FL,33162,1/29/2015,1/29/2015,Closed with explanation,Yes,
16465,1215483,Credit card,,Credit determination,,NY,11518,1/29/2015,1/30/2015,Closed with explanation,Yes,
16466,1218918,Credit reporting,,Incorrect information on credit report,Account status,TX,79424,1/29/2015,2/4/2015,Closed with non-monetary relief,Yes,
16467,1216520,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,NJ,7758,1/29/2015,2/3/2015,Closed with explanation,Yes,
16468,1216624,Consumer loan,Vehicle loan,Problems when you are unable to pay,,CA,90037,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16469,1216403,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,FL,33461,1/29/2015,1/29/2015,Closed with explanation,Yes,
16470,1216388,Debt collection,,Cont'd attempts collect debt not owed,Debt is not mine,OH,43212,1/29/2015,2/9/2015,Closed with explanation,Yes,
16471,1216717,Debt collection,,Communication tactics,Frequent or repeated calls,CA,93727,1/29/2015,2/4/2015,Closed with explanation,Yes,
16472,1216035,Mortgage,VA mortgage,"Application, originator, mortgage broker",,TX,76244,1/29/2015,2/5/2015,Closed with explanation,Yes,
16473,1215893,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,NV,89103,1/29/2015,2/3/2015,Closed with explanation,Yes,
16474,1215632,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,TX,75051,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16475,1217050,Credit card,,Transaction issue,,CA,94619,1/29/2015,1/29/2015,Closed with explanation,Yes,
16476,1218977,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,MA,1030,1/29/2015,2/4/2015,In progress,Yes,
16477,1217642,Debt collection,Mortgage,False statements or representation,Attempted to collect wrong amount,PA,15137,1/29/2015,2/4/2015,In progress,Yes,
16478,1216091,Money transfers,International money transfer,Fraud or scam,,TX,77076,1/29/2015,1/29/2015,Closed with explanation,Yes,
16479,1216548,Credit reporting,,Incorrect information on credit report,Account status,WI,54235,1/29/2015,1/29/2015,Closed with explanation,Yes,
16480,1218978,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,NC,27870,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16481,1216609,Credit reporting,,Incorrect information on credit report,Personal information,VA,20155,1/29/2015,1/29/2015,Closed with explanation,Yes,
16482,1216829,Student loan,Non-federal student loan,Getting a loan,,HI,96786,1/29/2015,1/29/2015,Closed with explanation,Yes,
16483,1215883,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,NV,89119,1/29/2015,1/29/2015,Closed with explanation,Yes,
16484,1215546,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,FL,32663,1/29/2015,2/27/2015,Closed with explanation,Yes,
16485,1217471,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,FL,33029,1/29/2015,1/30/2015,Closed with explanation,Yes,
16486,1215595,Debt collection,"Other (phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,FL,34746,1/29/2015,3/13/2015,In progress,Yes,
16487,1216493,Credit card,,Billing disputes,,TX,79412,1/29/2015,3/4/2015,Closed with monetary relief,Yes,
16488,1217700,Debt collection,"Other (phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt resulted from identity theft,SC,29403,1/29/2015,1/30/2015,Closed with non-monetary relief,Yes,
16489,1217080,Credit card,,Other,,CO,80402,1/29/2015,2/2/2015,Closed with monetary relief,Yes,
16490,1217222,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,FL,32239,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16491,1216649,Mortgage,FHA mortgage,Settlement process and costs,,MO,63044,1/29/2015,1/29/2015,Closed with explanation,Yes,
16492,1216390,Consumer loan,Vehicle loan,Managing the loan or lease,,FL,34448,1/29/2015,1/29/2015,Closed with explanation,Yes,
16493,1215910,Debt collection,Auto,Disclosure verification of debt,Not given enough info to verify debt,MO,64029,1/29/2015,1/29/2015,Closed with explanation,Yes,
16494,1217163,Credit reporting,,Incorrect information on credit report,Information is not mine,FL,32862,1/29/2015,1/29/2015,Closed with explanation,Yes,Yes
16495,1217189,Consumer loan,Vehicle loan,Problems when you are unable to pay,,OH,44118,1/29/2015,2/3/2015,Closed with explanation,Yes,
16496,1216465,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,LA,70785,1/29/2015,1/29/2015,Closed with non-monetary relief,Yes,Yes
16497,1216436,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,NH,3054,1/29/2015,2/3/2015,Closed with explanation,Yes,
